표제어,동형어 번호,구분,품사,고유어 여부,원어
가장,3,단어,부사,고유어,
가장자리,0,단어,명사,고유어,
가장하다,0,단어,동사,혼종어,假裝하다
가장하다,0,단어,동사,혼종어,假裝하다
가장행렬,0,단어,명사,한자어,假裝行列
가재,0,단어,명사,고유어,
가재,0,부표제어,명사,,
가재도구,0,단어,명사,한자어,家財道具
가전,0,단어,명사,한자어,家電
가전제품,0,단어,명사,한자어,家電製品
가정,1,단어,명사,한자어,家庭
가정,2,단어,명사,한자어,假定
가정,2,단어,명사,한자어,假定
가정 교사,0,구,품사 없음,한자어,家庭敎師
가정 교육,0,구,품사 없음,한자어,家庭敎育
가정되다,0,단어,동사,혼종어,假定되다
가정법,0,단어,명사,한자어,假定法
가정 법원,0,구,품사 없음,한자어,家庭法院
가정부,0,단어,명사,한자어,家政婦
가정불화,0,단어,명사,한자어,家庭不和
가정용품,0,단어,명사,한자어,家庭用品
가정의례,0,단어,명사,한자어,家庭儀禮
가정일,0,단어,명사,혼종어,家庭일
가정일,0,단어,명사,혼종어,家庭일
가정적,1,단어,명사,한자어,家庭的
가정적,1,단어,명사,한자어,家庭的
가정적,2,단어,관형사,한자어,家庭的
가정적,2,단어,관형사,한자어,家庭的
가정주부,0,단어,명사,한자어,家庭主婦
가정집,0,단어,명사,혼종어,家庭집
가정 통신문,0,구,품사 없음,한자어,家庭通信文
가정하다,0,단어,동사,혼종어,假定하다
가정학,0,단어,명사,한자어,家政學
가정 학습,0,구,품사 없음,한자어,家庭學習
가정 환경,0,구,품사 없음,한자어,家庭環境
가제,1,단어,명사,한자어,假題
가제,2,단어,명사,혼종어,Gaze
가져-,0,단어,품사 없음,고유어,
가져가-,0,단어,품사 없음,고유어,
가져가다,0,단어,동사,고유어,
가져가다,0,단어,동사,고유어,
가져가다,0,단어,동사,고유어,
가져가다,0,단어,동사,고유어,
가져다주다,0,단어,동사,고유어,
가져다주다,0,단어,동사,고유어,
가져오-,0,단어,품사 없음,고유어,
가져오다,0,단어,동사,고유어,
가져오다,0,단어,동사,고유어,
가져오다,0,단어,동사,고유어,
가져와-,0,단어,품사 없음,고유어,
가족,0,단어,명사,한자어,家族
가족계획,0,단어,명사,한자어,家族計劃
가족력,0,단어,명사,한자어,家族歷
가족원,0,단어,명사,한자어,家族員
가족적,1,단어,명사,한자어,家族的
가족적,1,단어,명사,한자어,家族的
가족적,2,단어,관형사,한자어,家族的
가족적,2,단어,관형사,한자어,家族的
가족 제도,0,구,품사 없음,한자어,家族制度
가족회의,0,단어,명사,한자어,家族會議
가죽,0,단어,명사,고유어,
가죽,0,단어,명사,고유어,
가죽,0,부표제어,명사,,
가죽끈,0,단어,명사,고유어,
가죽옷,0,단어,명사,고유어,
가중,0,단어,명사,한자어,加重
가중,0,단어,명사,한자어,加重
가중되다,0,단어,동사,혼종어,加重되다
가중되다,0,단어,동사,혼종어,加重되다
가중치,0,단어,명사,한자어,加重値
가중하다,1,단어,동사,혼종어,加重하다
가중하다,1,단어,동사,혼종어,加重하다
가중하다,2,단어,형용사,혼종어,苛重하다
가증스럽다,0,단어,형용사,혼종어,可憎스럽다
가지-,0,단어,품사 없음,고유어,
가지,1,단어,명사,고유어,
가지,1,단어,명사,고유어,
가지,1,부표제어,명사,,
가지,1,부표제어,명사,,
가지,2,단어,명사,고유어,
가지,3,단어,의존 명사,고유어,
가지가지,0,단어,명사,고유어,
가지가지,0,부표제어,명사,,
가지각색,0,단어,명사,혼종어,가지各色
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,단어,동사,고유어,
가지다,1,부표제어,동사,,
가지다,2,단어,보조 동사,고유어,
가지다,2,단어,보조 동사,고유어,
가지런하다,0,단어,형용사,고유어,
가지런히,0,단어,부사,고유어,
가지치기,0,단어,명사,고유어,
가지치기하다,0,단어,동사,고유어,
가짓수,0,단어,명사,혼종어,가짓數
가짜,0,단어,명사,혼종어,假짜
가짜배기,0,단어,명사,혼종어,假짜배기
가창,0,단어,명사,한자어,歌唱
가창력,0,단어,명사,한자어,歌唱力
가책,0,단어,명사,한자어,呵責
가책되다,0,단어,동사,혼종어,呵責되다
가책하다,0,단어,동사,혼종어,呵責하다
가축,0,단어,명사,한자어,家畜
가축병원,0,단어,명사,한자어,家畜病院
가출,0,단어,명사,한자어,家出
가출옥,0,단어,명사,한자어,假出獄
가출하다,0,단어,동사,혼종어,家出하다
가치,0,단어,명사,한자어,價値
가치,0,단어,명사,한자어,價値
가치관,0,단어,명사,한자어,價値觀
가치 중립,0,구,품사 없음,한자어,價値中立
가치 판단,0,구,품사 없음,한자어,價値判斷
가친,0,단어,명사,한자어,家親
가칭,0,단어,명사,한자어,假稱
가칭되다,0,단어,동사,혼종어,假稱되다
가칭하다,0,단어,동사,혼종어,假稱하다
가칭하다,0,단어,동사,혼종어,假稱하다
가타부타,0,단어,명사,혼종어,可타否타
가탈,0,단어,명사,고유어,
가탈,0,단어,명사,고유어,
가택,0,단어,명사,한자어,家宅
가톨릭,0,단어,명사,외래어,Catholic
가통,0,단어,명사,한자어,家統
가파르다,0,단어,형용사,고유어,
가파르다,0,단어,형용사,고유어,
가판,1,단어,명사,한자어,架版
가판,2,단어,명사,한자어,街販
가판대,0,단어,명사,한자어,街販臺
가풍,0,단어,명사,한자어,家風
가필,0,단어,명사,한자어,加筆
가필,0,단어,명사,한자어,加筆
가하다,1,단어,동사,혼종어,加하다
가하다,1,단어,동사,혼종어,加하다
가하다,2,단어,형용사,혼종어,可하다
가하다,2,단어,형용사,혼종어,可하다
가학,0,단어,명사,한자어,加虐
가학적,1,단어,명사,한자어,加虐的
가학적,2,단어,관형사,한자어,加虐的
가학하다,0,단어,동사,혼종어,苛虐하다
가해,0,단어,명사,한자어,加害
가해자,0,단어,명사,한자어,加害者
가해하다,0,단어,동사,혼종어,加害하다
가호,1,단어,명사,한자어,加護
가호,2,단어,명사,한자어,家戶
가호하다,0,단어,동사,혼종어,加護하다
가혹하다,0,단어,형용사,혼종어,苛酷하다
가화만사성,0,단어,명사,한자어,家和萬事成
가훈,0,단어,명사,한자어,家訓
가히,0,단어,부사,혼종어,可히
가히,0,단어,부사,혼종어,可히
#NAME?,0,단어,접사,한자어,閣
각,1,단어,명사,한자어,角
각,1,단어,명사,한자어,角
각,2,단어,관형사,한자어,各
각가지,0,단어,명사,혼종어,各가지
각각,1,단어,명사,한자어,各各
각각,2,단어,부사,한자어,各各
각개,0,단어,명사,한자어,各個
각계,0,단어,명사,한자어,各界
각계각층,0,단어,명사,한자어,各界各層
각고,0,단어,명사,한자어,刻苦
각골난망,0,단어,명사,한자어,刻骨難忘
각광,0,단어,명사,한자어,脚光
각광,0,단어,명사,한자어,脚光
각광,0,부표제어,명사,,
각국,0,단어,명사,한자어,各國
각급,0,단어,명사,한자어,各級
각기,1,단어,명사,한자어,各其
각기,2,단어,부사,한자어,各其
각기둥,0,단어,명사,혼종어,角기둥
각도,0,단어,명사,한자어,角度
각도,0,단어,명사,한자어,角度
각도기,0,단어,명사,한자어,角度器
각론,0,단어,명사,한자어,各論
각료,0,단어,명사,한자어,閣僚
각막,0,단어,명사,한자어,角膜
각막염,0,단어,명사,한자어,角膜炎
각목,0,단어,명사,한자어,角木
각박하다,0,단어,형용사,혼종어,刻薄하다
각박하다,0,단어,형용사,혼종어,刻薄하다
각방,1,단어,명사,한자어,各方
각방,1,단어,명사,한자어,各方
각방,2,단어,명사,한자어,各房
각별하다,0,단어,형용사,혼종어,各別하다
각별히,0,단어,부사,혼종어,各別히
각본,0,단어,명사,한자어,脚本
각본,0,단어,명사,한자어,脚本
각부,0,단어,명사,한자어,各部
각부,0,단어,명사,한자어,各部
각뿔,0,단어,명사,혼종어,角뿔
각색,1,단어,명사,한자어,各色
각색,1,단어,명사,한자어,各色
각색,2,단어,명사,한자어,脚色
각색,2,단어,명사,한자어,脚色
각색되다,0,단어,동사,혼종어,脚色되다
각색되다,0,단어,동사,혼종어,脚色되다
각색하다,0,단어,동사,혼종어,脚色하다
각색하다,0,단어,동사,혼종어,脚色하다
각서,0,단어,명사,한자어,覺書
각서,0,단어,명사,한자어,覺書
각선미,0,단어,명사,한자어,脚線美
각설이,0,단어,명사,혼종어,却說이
각설탕,0,단어,명사,한자어,角雪糖▽
각설하다,0,단어,동사,혼종어,却說하다
각성,0,단어,명사,한자어,覺醒
각성,0,단어,명사,한자어,覺醒
각성되다,0,단어,동사,혼종어,覺醒되다
각성시키다,0,단어,동사,혼종어,覺醒시키다
각성시키다,0,단어,동사,혼종어,覺醒시키다
각성제,0,단어,명사,한자어,覺醒劑
각성하다,0,단어,동사,혼종어,覺醒하다
각성하다,0,단어,동사,혼종어,覺醒하다
각시,0,단어,명사,고유어,
각시,0,단어,명사,고유어,
각양각색,0,단어,명사,한자어,各樣各色
각오,0,단어,명사,한자어,覺悟
각오하다,0,단어,동사,혼종어,覺悟하다
각인,0,단어,명사,한자어,刻印
각인,0,단어,명사,한자어,刻印
각인되다,0,단어,동사,혼종어,刻印되다
각인하다,0,단어,동사,혼종어,刻印하다
각인하다,0,단어,동사,혼종어,刻印하다
각자,1,단어,명사,한자어,各自
각자,2,단어,부사,한자어,各自
각종,0,단어,명사,한자어,各種
각주,0,단어,명사,한자어,脚註/脚注
각지,0,단어,명사,한자어,各地
각지다,0,단어,동사,혼종어,角지다
각질,0,단어,명사,한자어,角質
각처,0,단어,명사,한자어,各處
각축,0,단어,명사,한자어,角逐
각축장,0,단어,명사,한자어,角逐場
각축전,0,단어,명사,한자어,角逐戰
각층,0,단어,명사,한자어,各層
각파,0,단어,명사,한자어,各派
각하,1,단어,명사,한자어,却下
각하,2,단어,명사,한자어,閣下
각하되다,0,단어,동사,혼종어,却下되다
각하하다,0,단어,동사,혼종어,却下하다
#NAME?,0,단어,접사,한자어,間
#NAME?,0,단어,접사,한자어,間
간,1,단어,명사,고유어,
간,1,단어,명사,고유어,
간,2,단어,명사,한자어,刊
간,3,단어,명사,한자어,肝
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,3,부표제어,명사,,
간,4,단어,의존 명사,한자어,間
간,4,단어,의존 명사,한자어,間
간,4,단어,의존 명사,한자어,間
간간이,0,단어,부사,혼종어,間間이
간간이,0,단어,부사,혼종어,間間이
간간하다,0,단어,형용사,고유어,
간격,0,단어,명사,한자어,間隔
간격,0,단어,명사,한자어,間隔
간결성,0,단어,명사,한자어,簡潔性
간결체,0,단어,명사,한자어,簡潔體
간결하다,0,단어,형용사,혼종어,簡潔하다
간결하다,0,단어,형용사,혼종어,簡潔하다
간계,0,단어,명사,한자어,奸計
간고등어,0,단어,명사,고유어,
간곡하다,0,단어,형용사,혼종어,懇曲하다
간곡히,0,단어,부사,혼종어,懇曲히
간과,0,단어,명사,한자어,看過
간과되다,0,단어,동사,혼종어,看過되다
간과하다,0,단어,동사,혼종어,看過하다
간교,0,단어,명사,한자어,奸巧
간교하다,0,단어,형용사,혼종어,奸巧하다
간구하다,1,단어,동사,혼종어,干求하다
간구하다,2,단어,동사,혼종어,懇求하다
간극,0,단어,명사,한자어,間隙
간극,0,단어,명사,한자어,間隙
간극,0,단어,명사,한자어,間隙
간단명료하다,0,단어,형용사,혼종어,簡單明瞭하다
간단하다,0,단어,형용사,혼종어,簡單하다
간단하다,0,단어,형용사,혼종어,簡單하다
간단하다,0,단어,형용사,혼종어,簡單하다
간단히,0,단어,부사,혼종어,簡單히
간단히,0,단어,부사,혼종어,簡單히
간단히,0,단어,부사,혼종어,簡單히
간담,1,단어,명사,한자어,肝膽
간담,1,부표제어,명사,,
간담,1,부표제어,명사,,
간담,1,부표제어,명사,,
간담,1,부표제어,명사,,
간담,2,단어,명사,한자어,懇談
간담회,0,단어,명사,한자어,懇談會
간데없다,0,단어,형용사,고유어,
간데없다,0,단어,형용사,고유어,
간데없이,0,단어,부사,고유어,
간드랑간드랑,0,단어,부사,고유어,
간드랑간드랑하다,0,단어,동사,고유어,
간드러지다,0,단어,형용사,고유어,
간들간들,0,단어,부사,고유어,
간들간들,0,단어,부사,고유어,
간들간들,0,단어,부사,고유어,
간들간들,0,단어,부사,고유어,
간들간들하다,0,단어,동사,고유어,
간들간들하다,0,단어,동사,고유어,
간들간들하다,0,단어,동사,고유어,
간들간들하다,0,단어,동사,고유어,
간들거리다,0,단어,동사,고유어,
